No;File;Artist;Title;Mood
360;TRAWUUP12903CEF2F9.h5;Letters To Cleo;Co-Pilot (Album Version);happy
361;TRAWWIK128E078D19C.h5;Marshall Crenshaw;Rave On (Live 1982);happy
362;TRAWWQM128F148C796.h5;Kiss;Every Time I Look At You;sad
363;TRAWJPF128F42626DB.h5;Suicidal Tendencies;Monopoly On Sorrow;sad
364;TRAWJBE12903C9EB05.h5;Faith Hill;Unsaveable (Album Version);sad
365;TRAWPKO128F423841E.h5;Van Halen;Runaround (Live Version);happy
366;TRAWPFX128F92E58B5.h5;Bebo Norman;Sunday;sad
367;TRAWQSO128F424E2F9.h5;Faith Hill;Red Umbrella (Album Version);happy
368;TRAWFNS128F92F42F7.h5;Mother Superior;Get that Girl (Remix);happy
369;TRAWFYX12903CA4766.h5;Atomship;Whitfield;sad
370;TRAWGYZ128F92C494B.h5;Patti Smith Group;Wave;sad
371;TRAWIJG128F42B502C.h5;Shania Twain;Two Hearts One Love;happy
372;TRAWIQY12903CCC64A.h5;Evanescence;Missing (Live in Europe);sad
373;TRAWBOE128F92F2F46.h5;Pearl Jam;You Are;sad
374;TRAWBHE12903CBC4CB.h5;B.o.B;Nothin' On You [feat. Bruno Mars] (Album Version);happy
375;TRAWBNP128F42BA71A.h5;Justin Timberlake;Sexy Ladies;happy
376;TRAWOPJ128F14661D4.h5;Raze;Celebration (The Plan Album Version);happy
377;TRAWODX128F42AC413.h5;Peter Gallagher;Everytime It Rains;sad
378;TRAWOHD128F148D176.h5;Rickie Lee Jones;Away From The Sky;sad
379;TRAWVNL128F9327983.h5;Bad Company;Call On Me;happy
380;TRAWCGS128F934BE2F.h5;Shai Hulud;We Who Finish Last;sad
381;TRAWALQ128F427E65A.h5;Beyoncé;Krazy In Luv;happy
382;TRAWAHY128F14AA11E.h5;Leon Russell;Out In The Woods;sad
383;TRAWEST128F4242614.h5;Story Of The Year;Meathead (Album Version) (Non-PA);happy
384;TRAWEDC128F14A2EBA.h5;Y&T;Contagious;happy
385;TRAWYNV128F92F5E7E.h5;Guns N' Roses;Catcher In The Rye;sad
386;TRADNRU128F428AC6D.h5;Bad Religion;Doing Time (Album Version);sad
387;TRADNJI128F14555DB.h5;Sister Hazel;Space Between Us (Album Version);happy
388;TRADNGD128E0780F88.h5;Lloyd Banks;South Side Story;sad
389;TRADNZM128F9300DF3.h5;Shawn Colvin;Sunny Came Home;sad
390;TRADNRG128F4295A0E.h5;Kris Kristofferson;Darby's Castle;sad
391;TRADUZS12903CE95D6.h5;Nick Cave & The Bad Seeds;The Hammer Song (2010 Digital Remaster);sad
392;TRADUKH128F4256D1B.h5;Soul Embraced;Someday (Immune Album Version);sad
393;TRADMFK12903CC2478.h5;Open Hand;The Ambush;sad
394;TRADMUH128F146D3CD.h5;Kanye West;Through The Wire;happy
395;TRADWOB12903C9D1EB.h5;Coven;Coven In Charing Cross;sad
396;TRADDRF128F145869F.h5;Simple Minds;Careful In Career;sad
397;TRADDCV128F423BAB0.h5;King Diamond;The Portrait (Live) (Reissue) (Album Version);sad
398;TRADDBK128F1483FF8.h5;R.E.M.;So. Central Rain (2006 Digital Remaster);sad
399;TRADJGI128F148B0F6.h5;Jonny Lang;The One I Got;happy
400;TRADJAO128F146D76E.h5;Red Hot Chili Peppers;Naked In The Rain (Album Version);happy
401;TRADJSM128F14894AA.h5;Little Feat;Down On The Farm (2006 Remastered Edit Version);happy
402;TRADJHU128F425459F.h5;Novembre;Triesteitaliana;sad
403;TRADJJZ128F9341B40.h5;Donna The Buffalo;Tides Of Time;happy
404;TRADZQV128F14A5760.h5;Little Eva;The Loco-Motion;happy
405;TRADZXK128F429DB92.h5;The Killers;Show You How;sad
406;TRADZWK128F9303076.h5;Simple Minds;Chelsea Girl (Live);happy
407;TRADLBJ128F423A031.h5;Jason Mraz;The Dynamo Of Volition [From An All Night Session];happy
408;TRADPPX128E078B0BC.h5;Randy Travis;Down At The Old Corral (Album Version);happy
409;TRADPIA128E078EE1B.h5;Nirvana;Heart-Shaped Box;sad
410;TRADQAR128F92ED3DC.h5;The Black Crowes;Nonfiction;happy
411;TRADQJL128F92D9957.h5;The Presets;If I Know You;sad
412;TRADQHV128F92CD663.h5;Julie Roberts;Unlove Me;sad
413;TRADQBK128F92E8B5F.h5;Mat Kearney;Never Be Ready;happy
414;TRADQAW128F4274A4F.h5;G-Unit;Money Make The World Go Around;sad
415;TRADFXD128F424694C.h5;Mando Diao;Misty Mountains;happy
416;TRADFII128F931FC9F.h5;Metallica;The End Of The Line;happy
417;TRADFQK128F422B492.h5;Casiotone For The Painfully Alone;Rice Dream Girl;sad
418;TRADFID128F4267231.h5;Silverchair;Cicada;happy
419;TRADFAQ128F428AC13.h5;Skrape;Searching For Home;sad
420;TRADFXO128F92F5B3D.h5;Donnie McClurkin;All I Ever Really Wanted;happy
421;TRADGXJ128E078FB3A.h5;Lost Boyz;Get Your Hustle On;sad
422;TRADSQZ128F42707D7.h5;Silverchair;Suicidal Dream;sad
423;TRADSUA128C7196C7C.h5;U2;New York;sad
424;TRADBUP128EF354F6C.h5;DJ Quik;Pacific Coast Remix;happy
425;TRADRJK128E078F041.h5;The Cardigans;Iron Man;sad
426;TRADRED12903CA4B7C.h5;Irma Thomas;River Is Waiting;happy
427;TRADTOV12903CA9E74.h5;Shakira;Did It Again (featuring Kid Cudi);sad
428;TRADTXQ128F9331913.h5;Erik Hassle;Don't Bring Flowers;sad
429;TRADKEU12903CF1540.h5;Eyehategod;Left To Starve;sad
430;TRADKAX128E0786B92.h5;Death From Above 1979;Romantic Rights;happy
431;TRADKLT128F9304E1D.h5;The Antlers;Stairs To the Attic;happy
432;TRADODV128F4283EB6.h5;Mobb Deep;Got It Twisted;sad
433;TRADOZB128F42312BB.h5;Cool For August;Don't Wanna Be Here (Album Version);sad
434;TRADOWO12903CD9BA2.h5;Marty Robbins;Have Thine Own Way Lord;happy
435;TRADVKA128F93242C9.h5;Chimaira;Severed (demo) (Album Version);sad
436;TRADVSU128E0786371.h5;Hem;Redwing;happy
437;TRADVNR12903CE5A54.h5;Bumblefoot;Abnormal (Acoustic);sad
438;TRADVGV128F42BCACE.h5;Avril Lavigne;Innocence;sad
439;TRADCHC128F42134B5.h5;Blackalicious;Rock the Spot;happy
440;TRADHXU12903CB4400.h5;Pepper;Freeze;happy
441;TRADHLI128F428FEFD.h5;Suicidal Tendencies;Human Guinea Pig;sad
442;TRADHLD128F4241363.h5;Daath;Above Lucium (LP Version);sad
443;TRADAOM128F4263A78.h5;John Mayer;Something's Missing;sad
444;TRADACR12903CD10C1.h5;Colin James;Sending A Message;happy
445;TRADAZP12903D0A480.h5;Cancer Bats;Sabotage;sad
446;TRADAXK12903CD05F2.h5;Dropline;Weight Of The World (Album Version);sad
447;TRADAYS12903CDBE0F.h5;Furry Lewis;Judge Boushay Blues;sad
448;TRADEAI12903C9B81C.h5;Dokken;Disease;sad
449;TRADESF128F4214D8E.h5;Guns N' Roses;Mama Kin;happy
450;TRADYFD12903CE4161.h5;Black Flag;Jealous Again;sad
451;TRADYQK128F42A762A.h5;Muse;Stockholm Syndrome;happy
452;TRADYYK128F145FE74.h5;The Velvet Underground;I Heard Her Call My Name;happy
453;TRADXMA128F4276D94.h5;Dead Prez;Be Healthy;happy
454;TRADXCF128EF357134.h5;Snow Patrol;Shut Your Eyes;sad
455;TRAJNYU128E07856A5.h5;Van Halen;Can't Stop Lovin' You (Remastered Album Version);happy
456;TRAJMEL128F4262B4A.h5;The Fabulous Thunderbirds;Why Get Up;sad
457;TRAJDGB128F42882AC.h5;OutKast;Call Of Da Wild;sad
458;TRAJDHN128F92C2EEF.h5;Michael Jackson;Dirty Diana;happy
459;TRAJZYI128F424B412.h5;45 Grave;Party Time;happy
460;TRAJZCH128F933D2B7.h5;Mighty Mighty Bosstones;Patricia;happy
461;TRAJZIS128F4288E43.h5;Michael Jackson;We're Almost There;happy
462;TRAJLOR128F428CCC9.h5;Patti Smith;Wing;sad
463;TRAJPPX128F4259FD4.h5;Adam Ant;Friend Or Foe;happy
464;TRAJPUF128E0784808.h5;Rainbow;Can't Happen Here;sad
465;TRAJSKN128F92F9046.h5;White Heart;Edge Of The Dream (Emergency Broadcast Album Version);happy
466;TRAJSRH128F425DDC7.h5;Beyoncé;Irreplaceable (Irreemplazable);sad
467;TRAJSNU128F92F2AC0.h5;Chuck Wicks;If We Loved;sad
468;TRAJBGL128F145C7A8.h5;Tom Cochrane;Washed Away;happy
469;TRAJRTY128F426CF1F.h5;Kathy Mattea;The Southern Soldier Boy;sad
470;TRAJKMI128F4281107.h5;Baby D;Let Me Be Your Fantasy;happy
471;TRAJOWK128F4263735.h5;Suicidal Tendencies;It's Going Down;sad
472;TRAJOPN128F423BEC3.h5;Wolfmother;Dimension;happy
473;TRAJVHI128F930EFAF.h5;Beyoncé;Ring The Alarm;sad
475;TRAJCBF128F931B8BF.h5;Gov't Mule;Broke Down On The Brazos (Album);happy
476;TRAJCIR128F146ABA7.h5;Michelle Tumes;Christe Eleison (Christ Have Mercy) (Center Of My Universe Album Version);sad
477;TRAJCHY128EF349619.h5;Sir Douglas Quintet;She's About A Mover;happy
478;TRAJXNB128F4261F43.h5;Steve Vai;Brother;sad
479;TRAZUVU128F42BABF4.h5;Jesse Malin;Broken Radio;sad
480;TRAZWGK128F93141E3.h5;Lady GaGa;Poker Face;happy
481;TRAZDTT128F9346306.h5;The Shangri-Las;Out in the Streets;happy
482;TRAZJUH128F934465B.h5;Hanoi Rocks;Mental Beat;happy
483;TRAZJGD128F4289D2A.h5;Gym Class Heroes;To Bob Ross With Love (Album Version);happy
484;TRAZJLS128F933BC09.h5;Stellar Kart;I Give Up (Album Version);sad
485;TRAZJOI12903CDA550.h5;Bon Jovi;The Distance;happy
486;TRAZJRY128F92E9CD6.h5;FFH;You And Only You;happy
487;TRAZQET128F42A0449.h5;Phantom Planet;After Hours;sad
488;TRAZSBD128F14A27AB.h5;Dionne Warwick;I've Been Loving You Too Long (LP Version);happy
489;TRAZBBP128E07845D4.h5;Kanye West;School Spirit Skit 2;happy
490;TRAZRXP12903CBD6A9.h5;Vonray;Part Of Me (LP Version);sad
491;TRAZTWI128F424CF73.h5;Michael Stanley Band;He Can't Love you;happy
492;TRAZOSB128F9302A07.h5;Maroon 5;This Love;sad
493;TRAZVZJ128F92EF28A.h5;Set Your Goals;summer jam;happy
494;TRAZVFJ128F9310CE2.h5;Radiohead;Vegetable (Live);sad
495;TRAZVYP128F1459AD9.h5;Leona Naess;Star Signs;sad
496;TRAZVMZ128F1476A87.h5;Twila Paris;Come Emmanuel (House Of Worship Album Version);happy
497;TRAZCOT128E0792471.h5;Guns N' Roses;You're Crazy;happy
498;TRAZHUK128E0789114.h5;Akon;Lonely;sad
499;TRAZHPR128F931C1E6.h5;Tony Joe White;If I Ever Saw A Good Thing (Album Version);happy
500;TRAZACV128F426983D.h5;Simple Minds;See The Lights (2002 Digital Remaster);sad
501;TRAZASM128F932FBEE.h5;Franz Ferdinand;Do You Want To;happy
502;TRAZASN128F427DB44.h5;Aswad;Ina Your Rights;sad
503;TRAZEBG128F1456D2E.h5;MxPx;You Found Me;happy
504;TRALUNR128EF3425DE.h5;Jason Mraz;Did You Get My Message?  (Live From Shubas);sad
505;TRALUAQ128F427EB26.h5;Bravehearts;Sensations;happy
506;TRALMTD128E07862AC.h5;Redman;Jam 4 U;sad
507;TRALWXA128F4270DF3.h5;Seal;The Beginning (Giro E Giro Mix);happy
508;TRALWDN128F1456DB7.h5;Lil' Romeo;Don't Want To;sad
509;TRALJBT128F4266FD8.h5;Jennifer Lopez;Play;happy
510;TRALZUL128F4236D23.h5;Sugar Ray;Mean Machine (Remastered LP Version);happy
511;TRALZPL128F423BE6B.h5;Curtis Mayfield;Superfly (Single Mix Version);sad
512;TRALLAR128F933C692.h5;Pursuit Of Happiness;No Safe Place;sad
513;TRALPZN128F4241A2F.h5;Twista;It Feels So Good (Album Version);happy
514;TRALQZK128F429802D.h5;Kings Of Leon;Day Old Blues;sad
515;TRALSXX128F92F94B0.h5;Sex Pistols;Seventeen;happy
516;TRALIZA128F4233586.h5;Enrique Iglesias;Do You Know? (The Ping Pong Song);sad
517;TRALTTR12903C9E32E.h5;Scott Weiland;The Date ( LP Version );sad
518;TRALTZZ12903CB7DD0.h5;Kris Kristofferson;Killer Barracuda;sad
519;TRALTKQ128F932DA67.h5;Atari Teenage Riot;Revolution Action;happy
520;TRALKBS128F423BB4C.h5;Twista & The Speedknot Mobstaz;Warm Embrace (LP Version);happy
521;TRALOUF128F422F329.h5;Silverstein;BLEEDS NO MORE (Live Version);sad
522;TRALCUP128F426247F.h5;Amil;Anyday;sad
523;TRALHIQ12903D00496.h5;Hatebreed;Boxed In (Subzero);sad
524;TRALEPN128F9311179.h5;Arctic Monkeys;Dancing Shoes;happy
525;TRALENK128F92F39E9.h5;Circle Jerks;Paid Vacation;sad
526;TRAPNOO128F423660C.h5;King Diamond;Shrine (Reissue) (Album Version);sad
527;TRAPNDJ128F427AB8A.h5;Janis Joplin;Get It While You Can;happy
528;TRAPNII12903CEA4F8.h5;Bad Company;Simple Man;sad
529;TRAPNQZ128F145B04E.h5;Jay & The Americans;Let's Lock The Door (And Throw Away The Key);happy
530;TRAPUDN128F423B45C.h5;Slipknot;Gently (Album Version);sad
531;TRAPMCS128F92E88C5.h5;Johnny Horton;The Woman I Need (Honky Tonk Mind);happy
532;TRAPMRV128F92F5F4C.h5;Dixie Chicks;Hole In My Head;happy
533;TRAPDCB128F42824A6.h5;Jessica Simpson;Take My Breath Away;happy
534;TRAPJPD128F14572B3.h5;Vixen;American Dream;happy
535;TRAPZTV128F92CAA4E.h5;Beyoncé;Single Ladies (Put A Ring On It);happy
536;TRAPZJQ128F428A022.h5;Dropkick Murphys;Going Strong (Album Version);happy
537;TRAPLMD128F932FF43.h5;Metallica;Metal Militia;sad
538;TRAPPUN128F429400B.h5;Foo Fighters;Overdrive;happy
539;TRAPFIP128F42AC31E.h5;Alicia Keys;If I Was Your Woman;sad
540;TRAPFXX128E0785EBA.h5;Mariah Carey;Clown;happy
541;TRAPGOC128F932F01A.h5;Aswad;Your Recipe;happy
542;TRAPGAG128F42ADAF7.h5;Kane;All I Can Do;sad
543;TRAPGOZ128F933A945.h5;Jonny Lang;One Person At A Time;happy
544;TRAPISC128F14671D3.h5;Gang Starr;Mostly Tha Voice (Explicit);sad
545;TRAPBPP128F92F07BF.h5;Hank Locklin;Send Me The Pillow You Dream On;happy
546;TRAPTOE128F4272000.h5;Akon;Don't Matter;happy
547;TRAPOAD128E0788A38.h5;Dilated Peoples;World On Wheels;sad
548;TRAPVGB128F42725AF.h5;The Ataris;I Won't Spend Another Night Alone;happy
549;TRAPCVT128F428A9D0.h5;Bad Religion;The Lie;sad
550;TRAPHAH128F42677A4.h5;Jennifer Lopez;We Gotta Talk;sad
551;TRAPHZY128F149579B.h5;Cowboy Mouth;Jenny Says;sad
552;TRAPESV128F92FE5E9.h5;Don Gibson;Blue Blue Day;happy
553;TRAPXHQ128F9340E67.h5;Chris Brown;I Love U;happy
554;TRAQNEC128F14ADF01.h5;Petra;Hollow Eyes (Beat The System Album Version);sad
555;TRAQUJP128F146082C.h5;UFO;Out In The Street;happy
556;TRAQDUR128F931B4E9.h5;Tom Petty;Wildflowers (Album Version);happy
557;TRAQPKX128F428146D.h5;Sister Hazel;Come Around (Acoustic);happy
558;TRAQPHD128F4226E5E.h5;Soulwax;Soul Simplicity;happy
559;TRAQGNV128C7196894.h5;Blink-182;All Of This;sad
560;TRAQGMY128F425A2F5.h5;Annie Lennox;A Whiter Shade Of Pale;happy
561;TRAQICU128F4295BED.h5;Shakira;Donde Estas Corazon;happy
562;TRAQRHA128F93001EB.h5;The Strokes;Between Love & Hate;sad
563;TRAQTBF12903CCC1B7.h5;Cockney Rejects;Oi! Oi! Oi!;happy
564;TRAQTYT12903D134AC.h5;Billie Jo Spears;What I've Got In Mind;happy
565;TRAQOXO128F42636BD.h5;James Taylor;Down In The Hole;sad
566;TRAQHCG128E07951DA.h5;Mase;Wanna Hurt Mase? (Album Version);sad
567;TRAQHOI128F4233163.h5;Dimmu Borgir;The Chosen Legacy;sad
568;TRAQAIW12903C9B61E.h5;Belle and Sebastian;I Could Be Dreaming;happy
569;TRAQYOC128F9341CDC.h5;Busta Rhymes;Genesis;sad
570;TRAQYZO128F930BC98.h5;To My Surprise;Easy or Not (Album Version);happy
571;TRAFMDA128F4224347.h5;Sleepy John Estes;Street Car Blues;sad
572;TRAFDFD128F14B07AB.h5;THE COOKIES;Chains (LP Version);happy
573;TRAFDRG128F42797B6.h5;Alice In Chains;Sickman;sad
574;TRAFJYB128F9311212.h5;Static-X;Love Dump (Clean Album Version);sad
575;TRAFJRD128F4288F65.h5;Ziggy Marley And The Melody Makers;What's True;happy
576;TRAFSGL128F42ADA3E.h5;Foo Fighters;Razor;sad
577;TRAFIHK12903CBDFF1.h5;The Pineapple Thief;Boxing Day;happy
578;TRAFBML128F93163FB.h5;Vaselines;Teenage Superstars (Album);sad
579;TRAFRKU128F933CE16.h5;The Black Crowes;Girl From A Pawnshop;sad
580;TRAFTDN128F427C29D.h5;Hot Chip;Hold On;sad
581;TRAFTRY128F9329C26.h5;Mudhoney;It Is Us;happy
582;TRAFAAS12903CF0BE2.h5;Moonspell;Tired;sad
583;TRAFAQY12903CA70F7.h5;The Suicide Machines;Your Silence;sad
584;TRAFEPC128F4237505.h5;Seal;Prayer For The Dying (Album Version);sad
585;TRAFXEY128F148AECD.h5;Latif;Luv In the First;happy
586;TRAFXHL128F148D175.h5;Rickie Lee Jones;Love Is Gonna Bring Us Back Alive;happy
587;TRAGNYU128F42246AC.h5;Dee Clark;Just Keep It Up;happy
588;TRAGNXF128F933A80E.h5;Mirah;Apples in the Trees (Live);happy
589;TRAGNUI128F1471068.h5;Whitesnake;Don't Mess With Me (2006 Digital Remaster);happy
590;TRAGUNG128F92F67B3.h5;Wayne Watson;Somebody Sing;happy
591;TRAGWKV128F92C316A.h5;Avril Lavigne;How Does It Feel;sad
592;TRAGDCN128F92F9050.h5;Margaret Becker;Start The Fire;happy
593;TRAGDPS128F145F8EE.h5;Paloalto;Seed;sad
594;TRAGDFG128F42934A0.h5;Sugarbomb;Gone;happy
595;TRAGJQL128E078E840.h5;Shania Twain;Raining On Our Love;sad
596;TRAGLSU128F145FFB2.h5;K-OS;Heaven Only Knows;sad
597;TRAGLUU12903D024F2.h5;Dave Hollister;I'm Wrong;sad
598;TRAGPAF128EF34542A.h5;From Autumn To Ashes;Sensory Deprivation Adventure;sad
599;TRAGPEA128F422B47E.h5;Casiotone For The Painfully Alone;Dying Batteries;sad
600;TRAGQBY128F42635B7.h5;James Taylor;One More Go Round;happy
601;TRAGQVO128F145C0AF.h5;Gang Starr;Say Your Prayers;sad
602;TRAGFDW128F933A421.h5;Al Denson;Love Is Taking Hold;happy
603;TRAGFIS128F14947B0.h5;Whitesnake;Love Ain't No Stranger (2003 Digital Remaster);happy
604;TRAGBOR128F92E1064.h5;Emperor;With Strength I Burn;sad
605;TRAGTXE128F4229231.h5;Hurricane;I'm On To You;happy
606;TRAGKTN128F933C68B.h5;Pursuit Of Happiness;Down On Him;sad
607;TRAGKMU128F429757E.h5;The High Strung;The Luck You Got;happy
608;TRAGOEA128F1456EAA.h5;Tom Cochrane;Revelations:  Visions In A Dream;sad
609;TRAGVMH128F14ADF05.h5;Petra;Don't Let Your Heart Be Hardened (This Means War Album Version);happy
610;TRAGCXQ128F426BDD9.h5;Uriah Heep;Wake The Sleeper;sad
611;TRAGHBP128E0793AF7.h5;The Police;Wrapped Around Your Finger;sad
612;TRAGAGQ128E0781352.h5;The Stranglers;It Only Takes Two To Tango;happy
613;TRAGAVB128F932585E.h5;Babe Ruth;Dancer (2007 Digital Remaster);happy
614;TRAGEAS128F4258B9E.h5;Margaret Becker;Stay Close To Me;happy
615;TRAGEVS128F145FEAD.h5;April Wine;Say Hello;happy
616;TRAGYXL128F92F9FCB.h5;Cowboy Mouth;Disconnected;happy
617;TRAGYLX128F427C5EC.h5;Wilshire;When;sad
618;TRAGYBS128F4227AD5.h5;Lil Boosie;I Remember (amended album version);sad
619;TRAGXBL128F149EBA2.h5;Crabby Appleton;Go Back;sad
620;TRASNRV128F931AE2E.h5;Nine Inch Nails;Sin;sad
621;TRASUJK128E0789C12.h5;Coldplay;Speed Of Sound (Live);happy
622;TRASUDV128F42B86FB.h5;Sunscreem;Perfect Motion;happy
623;TRASWQE128F146C987.h5;Oceansize;New Pin (edit);sad
624;TRASWPD128F42B4F7B.h5;Rihanna;We Ride;sad
625;TRASDGG128F933EDE2.h5;Anti-Flag;On Independence Day;sad
626;TRASPAS128E078DFB3.h5;Bob Marley & The Wailers;Smile Jamaica;sad
627;TRASPCN128F92DE67E.h5;Taking Back Sunday;Catholic Knees (Album Version);sad
628;TRASQBA128F427B273.h5;Belphegor;The Sukkubus Lustrate;sad
629;TRASFNS128F145247D.h5;Death From Above 1979;Romantic Rights (Jesper Dahlback Remix);happy
630;TRASGKM128F42644C5.h5;Helmet;Street Crab;sad
631;TRASBZK128F42692CA.h5;Amorphis;Crimson Wave;sad
632;TRASRXK128F9311176.h5;Arctic Monkeys;Fake Tales Of San Francisco;sad
634;TRASRBB128F42AFD5C.h5;Brian Littrell;Wish;sad
635;TRASTOM12903CBE8A6.h5;Seven Mary Three;Hammer & a Stone;sad
636;TRASKII128F92FA33E.h5;The Ataris;Whatever Lies Will Help You Rest;sad
637;TRASVNS128E07855BF.h5;George Huff;Have Yourself A Merry Little Christmas (LP Version);happy
638;TRASCAU128E078FB37.h5;Lost Boyz;What's Wrong;sad
639;TRASHYD128F93119EE.h5;3OH!3;CHOKECHAIN (Amended Album Version);sad
640;TRASXYB128F428DFF3.h5;Blackalicious;World Of Vibrations (Album Version);happy
641;TRAIWZZ128F9306AFF.h5;Korn;Proud;sad
642;TRAIDGE128F4260E9F.h5;Jeff Beck Group;Ice Cream Cakes;happy
643;TRAIJMG12903D08168.h5;L7;This Ain't Pleasure;sad
644;TRAIJLI128F92FC94A.h5;Stevie Ray Vaughan And Double Trouble;Mary Had A Little Lamb;happy
645;TRAIZWI128F4247EFD.h5;Ashton Shepherd;Old Memory;sad
646;TRAIZQI128F42A51F9.h5;Matisyahu;Refuge;sad
647;TRAILFA128EF349FE5.h5;Nine Inch Nails;Survivalism;sad
648;TRAIPAB128F42626AE.h5;Suicidal Tendencies;Two-Sided Politics;sad
649;TRAIPST128F9302AE9.h5;Eminem;Beautiful;happy
650;TRAISYU128F427F486.h5;Frankie J;Gone;sad
651;TRAISYO128E07888A6.h5;Mariah Carey;Mine Again;sad
652;TRAIIRA128F931140A.h5;Kraftwerk;Pocket Calculator (2009 Digital Remaster);happy
653;TRAIBXJ128F4260700.h5;A Tribe Called Quest;Scenario;happy
654;TRAIKAW128E0785000.h5;Moments In Grace;Broken Promises (album version);sad
655;TRAIVMM12903CFAD62.h5;Bob Marley;Lively Up Yourself;happy
656;TRAIVNL128F422CFE2.h5;Buzzcocks;Get On Our Own;happy
657;TRAICJQ12903CF2681.h5;Dark Fortress;Ghastly Indoctrination;sad
658;TRAICIO12903CBD65B.h5;Epidemic;Catalyst (LP Version);sad
659;TRAIHFF128EF351817.h5;Michael Jackson;Just A Little Bit Of You;happy
660;TRAIAUB12903CDFB3D.h5;Bob Marley;Small Axe;happy
661;TRAIELD128F92DC682.h5;Kings Of Leon;Genius;happy
662;TRAIYDL128E0791583.h5;Rihanna;Music Of The Sun;happy
663;TRAIXQL128F1467D66.h5;Devo;Soo Bawlz;happy
664;TRABNEX128F92C9DEA.h5;Kings Of Leon;Knocked Up;sad
665;TRABNIQ128F4261298.h5;Brooke Valentine;Taste Of Dis (Explicit Version);happy
666;TRABNDD128F933D3C7.h5;Sister Hazel;Walls And Cannonballs (Album);happy
667;TRABUYT128F93069C8.h5;Baroness;The Sweetest Curse;sad
668;TRABUSZ128F4257BAB.h5;Ini Kamoze;Here Comes The Hotstepper;happy
669;TRABUMO12903CBE25F.h5;Alice In Chains;Lesson Learned;sad
670;TRABUAQ128F4258028.h5;Two Man Advantage;The Sweep;happy
671;TRABUJF128F933ABF7.h5;Architecture In Helsinki;Heart it Races (Frank Tetaz Remix);happy
672;TRABUDK128F14943F3.h5;Donny Hathaway;This Christmas (LP Version);happy
673;TRABUCZ128F424163A.h5;Green Day;Wake Me Up When September Ends (Live at Foxboro_ MA 9/3/05);sad
674;TRABMZZ128F4249C60.h5;Hatebreed;As Diehard As They Come (Album Version);sad
675;TRABWPT128F42B06CC.h5;Keb' Mo';Still There For Me;happy
676;TRABDZC128F42AC23F.h5;Neil Sedaka;Because Of You;happy
677;TRABDSK128F42443F1.h5;Story Of The Year;Swallow The Knife (Live) (Segue);sad
678;TRABDTV128E0791839.h5;Natural Elements;Mayday;sad
679;TRABJVT128F14AE4B4.h5;Michael Card;Joy In The Journey (The Final Word Album Version);happy
681;TRABJIX128C7196953.h5;Amy Winehouse;Stronger Than Me;happy
682;TRABZOP128F9316E24.h5;Franz Ferdinand;Eleanor Put Your Boots On;happy
683;TRABZRZ128F42628AD.h5;James Taylor;Steamroller Blues;happy
684;TRABZCL128E0789AED.h5;Shelby Lynne;Old Times Sake;sad
685;TRABLMN128E0792687.h5;Weezer;Don't Let Go;happy
686;TRABLLK128F428FFAF.h5;George Harrison;Hear Me Lord (2001 Digital Remaster);sad
687;TRABLTP128F930DC6D.h5;Creedence Clearwater Revived;Have You Ever Seen The Rain;happy
688;TRABLQE128F92E5E75.h5;Jackson United;Undertow;happy
689;TRABLGI128F42B867A.h5;Eighteen Visions;Our Darkest Days;sad
690;TRABPCM128F1473A75.h5;The Rascals;Nubia (LP Version);happy
691;TRABQZK128F92F54F4.h5;Shakira;Pienso En Ti;sad
692;TRABFGJ12903CF6A75.h5;Eddy Arnold;Just A Little Lovin' (Will Go A Long Way);happy
693;TRABFKN12903CAF61B.h5;All Time Low;Shameless;happy
694;TRABFZX128F4241355.h5;Daath;From The Blind (LP Version);sad
695;TRABGHG128F934B27E.h5;UFO;Chains Chains (Live In Hammersmith);sad
696;TRABSEN128F424AA36.h5;Chaotica;Lobotomy;sad
697;TRABSXW128F4233422.h5;Siouxsie;Into A Swan;happy
698;TRABSUT128F429C161.h5;Neil Innes;Lie Down And Be Counted (2007 Digital Remaster);sad
699;TRABSAR128F42324A8.h5;Abysmal Dawn;Compulsory Resurrection;sad
700;TRABIJJ128F426A1C1.h5;Beatnuts;Monster For Music;sad
701;TRABIQP128F427D0DD.h5;Rise Against;Everchanging;sad
702;TRABIZY128F933C696.h5;Pursuit Of Happiness;Forbidden Fruit;sad
703;TRABBOP128F931B50D.h5;Tom Petty;A Higher Place (Album Version);sad
704;TRABBXU128F92FEF48.h5;Mitch Ryder;Jenny Take a Ride;happy
705;TRABRMJ128E0780E42.h5;Blink-182;A New Hope;happy
706;TRABTXS128F92E2FDC.h5;Zeromancer;Ammonite;sad
707;TRABKBS128F42823EC.h5;A Static Lullaby;God Bless You (Goddamn it);sad
708;TRABKJU128F422A7FE.h5;Scar Symmetry;The Illusionist;happy
709;TRABOOL128F426E836.h5;Mary Black;Turning Away;happy
710;TRABVWG128F9359323.h5;Mötley Crüe;Get It For Free;happy
711;TRABVIZ128F42BA066.h5;Metallica;Hit The Lights;happy
712;TRABVIU128E0780DA0.h5;Placebo;Slave To The Wage;sad
713;TRABCUQ128E0783E2B.h5;Gwen Stefani;Harajuku Girls;happy
714;TRABCKL128F423A778.h5;Lupe Fiasco;Streets On Fire (Explicit Album Version);sad
715;TRABHVL128F92EFB0E.h5;Bullet For My Valentine;Suffocating Under Words Of Sorrow (What Can I Do);sad
